Zoekwoord,Thema,Cluster,Laag,Herkomst,Volume Vlaanderen,Volume Nederland,Moeilijkheid,Intentie,SERP-features,VisitArdenne positie,In FR-onderzoek,In eerder universum
camperplaatsen luxemburg stad,Bijzonder overnachten,camperplaats luxemburg stad,CORE,MARKET-DISCOVERED,30,70,0,commercial,,,0,0
mooie ardennen camperplaatsen,Bijzonder overnachten,mooie camperplaatsen ardennen,CORE,MARKET-DISCOVERED,50,50,0,informational,,,0,0
roadtrip europa 1 week,Routes & roadtrips,roadtrip europa 1 week,DEMANDGEN,MARKET-DISCOVERED,30,70,3,informational,,,0,0
roadtrip europa 2 weken,Routes & roadtrips,roadtrip europa 2 weken,DEMANDGEN,MARKET-DISCOVERED,30,70,8,informational,,,0,0
gratis motorroutes,Routes & roadtrips,gratis motorroutes,DEMANDGEN,MARKET-DISCOVERED,70,30,9,informational,,,0,0
gratis motorroutes downloaden,Routes & roadtrips,gratis motorroutes downloaden,DEMANDGEN,MARKET-DISCOVERED,10,90,0,informational,,,0,0
mooie camperplaatsen ardennen,Bijzonder overnachten,mooie camperplaatsen ardennen,CORE,MARKET-DISCOVERED,50,50,0,informational,,,0,0
dichtbij vakantie nederland,Praktische planning,vakantie dichtbij nederland,DEMANDGEN,MARKET-DISCOVERED,10,90,25,informational,,,0,0
vakantie dichtbij nederland,Praktische planning,vakantie dichtbij nederland,DEMANDGEN,MARKET-DISCOVERED,10,90,20,informational,,,0,0
treinvakantie met kinderen,Duurzaam reizen,treinvakantie kinderen,DEMANDGEN,MARKET-DISCOVERED,10,90,0,informational,,,0,0
treinvakantie kinderen,Duurzaam reizen,treinvakantie kinderen,DEMANDGEN,MARKET-DISCOVERED,10,90,0,informational,,,0,0
vakantie luxemburg tips,Substituut-bestemmingen,luxemburg vakantie tips,CORE,MARKET-DISCOVERED,10,90,0,informational,,,0,0
luxemburg vakantie tips,Substituut-bestemmingen,luxemburg vakantie tips,CORE,MARKET-DISCOVERED,10,90,17,informational,,,0,0
vakantie in luxemburg tips,Substituut-bestemmingen,luxemburg vakantie tips,CORE,MARKET-DISCOVERED,10,90,23,informational,,,0,0
begeleide fietsvakanties,Fietsen & mountainbike,begeleide fietsvakantie,DEMANDGEN,MARKET-DISCOVERED,90,10,8,commercial,,,0,0
boswandeling drankje,Wandelen,boswandeling drankje,DEMANDGEN,SEED-EXPANDED,10,90,0,informational,,,0,0
drankje boswandeling,Wandelen,boswandeling drankje,DEMANDGEN,SEED-EXPANDED,10,90,0,informational,,,0,0
goedkope uitstapjes belgië,Uit concurrent- & SERP-analyse,goedkope uitstapjes belgië,DEMANDGEN,SERP-DISCOVERED,90,10,,,,,0,0
wandelroutes hoge venen,Wandelen,wandelroutes hoge venen,CORE,MARKET-DISCOVERED,50,40,2,informational,,,0,1
hoge venen wandelroutes,Wandelen,wandelroutes hoge venen,CORE,MARKET-DISCOVERED,50,40,2,informational,,,0,1
wandelvakantie groep,Wandelen,wandelvakantie in groep,DEMANDGEN,MARKET-DISCOVERED,50,40,0,informational,,,0,0
wandelvakantie in groep,Wandelen,wandelvakantie in groep,DEMANDGEN,MARKET-DISCOVERED,50,40,0,informational,,,0,0
last minute wandelvakantie,Wandelen,last minute wandelvakantie,DEMANDGEN,MARKET-DISCOVERED,20,70,0,commercial,,,0,0
actieve gezinsvakantie,Gezin & kinderen,actieve gezinsvakantie,DEMANDGEN,MARKET-DISCOVERED,20,70,0,informational,,,0,0
mooiste dorpen wallonië kaart,Cultuur & erfgoed,mooiste dorpen wallonië kaart,CORE,MARKET-DISCOVERED,70,20,0,informational,,,0,1
brouwerij leffe bezoeken,Streek & culinair,leffe brouwerij bezoek,CORE,MARKET-DISCOVERED,20,70,0,navigational,,,0,0
leffe brouwerij bezoeken,Streek & culinair,leffe brouwerij bezoek,CORE,MARKET-DISCOVERED,20,70,0,navigational,,,0,1
achouffe brouwerij bezoeken,Streek & culinair,brouwerij achouffe bezoeken,CORE,MARKET-DISCOVERED,70,20,2,transactional,,,0,1
brouwerij achouffe bezoeken,Streek & culinair,brouwerij achouffe bezoeken,CORE,MARKET-DISCOVERED,70,20,1,navigational,,,0,1
glamping mullerthal,Bijzonder overnachten,glamping mullerthal,CORE,MARKET-DISCOVERED,50,40,,navigational,,,0,0
hi flanders sankt vith hostel ardennen-eifel,Substituut-bestemmingen,hi flanders sankt vith hostel ardennen-eifel,CORE,MARKET-DISCOVERED,70,20,0,commercial,,,0,1
op vakantie naar luxemburg,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,20,70,9,informational,,,0,0
op vakantie in luxemburg,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,20,70,8,informational,,,0,0
glamping ardennen met zwembad,Uit concurrent- & SERP-analyse,glamping ardennen met zwembad,CORE,SERP-DISCOVERED,20,70,,,,,0,0
luxe boomhut ardennen,Uit concurrent- & SERP-analyse,luxe boomhut ardennen,CORE,SERP-DISCOVERED,40,50,,,,,0,0
fietsarrangement met eigen fiets belgië,Uit concurrent- & SERP-analyse,fietsarrangement met eigen fiets belgië,DEMANDGEN,SERP-DISCOVERED,70,20,,,,,0,0
namur nature reviews,Uit concurrent- & SERP-analyse,namur nature reviews,CORE,SERP-DISCOVERED,20,70,,,,,0,0
last minute goedkoop weekendje weg,Weekend & korte vakantie,goedkope last minute weekendje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,20,commercial,,,0,0
goedkope last minute weekendje weg,Weekend & korte vakantie,goedkope last minute weekendje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,24,commercial,,,0,0
goedkoop weekendje weg last minute,Weekend & korte vakantie,goedkope last minute weekendje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,20,commercial,,,0,0
midweek weg 2 personen,Weekend & korte vakantie,midweek weg 2 personen,DEMANDGEN,MARKET-DISCOVERED,10,70,12,informational,,,0,0
weekend weg belgië,Weekend & korte vakantie,weekend weg belgie,CORE,MARKET-DISCOVERED,30,50,4,informational,,,0,0
weekendje weg met kinderen belgië,Weekend & korte vakantie,weekendje weg met kinderen belgië,CORE,MARKET-DISCOVERED,70,10,0,informational,,,0,0
weekendje weg belgië,Weekend & korte vakantie,weekendje weg belgie,CORE,MARKET-DISCOVERED,30,50,4,informational,,,0,0
midweek weg voor 2 personen,Weekend & korte vakantie,midweek weg 2 personen,DEMANDGEN,MARKET-DISCOVERED,10,70,12,informational,,,0,0
mooiste wandelingen in belgie,Wandelen,mooiste wandelingen belgie,CORE,MARKET-DISCOVERED,70,10,0,informational,,,0,1
wandelvakantie jongeren,Wandelen,jongeren wandelvakantie,DEMANDGEN,MARKET-DISCOVERED,30,50,6,informational,,,0,0
groeps wandelvakantie,Wandelen,wandelvakantie groep,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
groep wandelvakantie,Wandelen,wandelvakantie groep,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
jongeren wandelvakantie,Wandelen,jongeren wandelvakantie,DEMANDGEN,MARKET-DISCOVERED,30,50,6,informational,,,0,0
wandelen ardennen met hond,Wandelen,wandelen ardennen met hond,CORE,MARKET-DISCOVERED,50,30,0,informational,,,0,1
wandelen met de hond los,Wandelen,wandeling hond los,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
standplaats fietsvakantie,Fietsen & mountainbike,standplaats fietsvakantie,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
fietsvakantie standplaats,Fietsen & mountainbike,standplaats fietsvakantie,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
daguitstap met de trein,Dagje uit,daguitstap met de trein,DEMANDGEN,MARKET-DISCOVERED,70,10,5,informational,,,0,0
ardennen daguitstap,Dagje uit,ardennen daguitstap,CORE,MARKET-DISCOVERED,70,10,7,informational,,,0,1
daguitstap ardennen,Dagje uit,ardennen daguitstap,CORE,MARKET-DISCOVERED,70,10,7,informational,,,0,1
leuke uitstapjes met de trein belgië,Dagje uit,leuke uitstapjes met de trein belgië,CORE,MARKET-DISCOVERED,70,10,0,informational,,,0,1
dagje weg vandaag,Dagje uit,dagje weg vandaag,DEMANDGEN,MARKET-DISCOVERED,10,70,50,informational,,,0,0
last minute dagje weg,Dagje uit,dagje weg last minute,DEMANDGEN,MARKET-DISCOVERED,10,70,39,informational,,,0,0
dagje weg met moeder,Dagje uit,dagje weg moeder,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
veiling dagje weg,Dagje uit,veilingen dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,4,informational,,,0,0
dagje weg met kleine kinderen,Dagje uit,dagje weg kleine kinderen,DEMANDGEN,MARKET-DISCOVERED,10,70,15,informational,,,0,0
dagje weg last minute,Dagje uit,dagje weg last minute,DEMANDGEN,MARKET-DISCOVERED,10,70,18,informational,,,0,0
veilingen dagje weg,Dagje uit,veilingen dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,4,informational,,,0,0
dagje weg met vrienden,Dagje uit,dagje weg vrienden,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
wat te doen in luik dit weekend,Dagje uit,wat te doen in luik dit weekend,CORE,MARKET-DISCOVERED,40,40,0,informational,,,0,1
wat te doen dit weekend met kinderen,Dagje uit,wat te doen dit weekend met kinderen,DEMANDGEN,MARKET-DISCOVERED,40,40,,informational,,,0,0
vakantie met kinderen in belgie,Gezin & kinderen,vakantie in belgie met kinderen,DEMANDGEN,MARKET-DISCOVERED,40,40,0,informational,,,0,0
vakantie met kinderen belgie,Gezin & kinderen,vakantie in belgie met kinderen,DEMANDGEN,MARKET-DISCOVERED,40,40,0,informational,,,0,0
auto vakantie met kinderen,Gezin & kinderen,auto vakantie met kinderen,DEMANDGEN,MARKET-DISCOVERED,30,50,0,commercial,,,0,0
vakantie met hond en kinderen,Gezin & kinderen,vakantie met hond en kinderen,DEMANDGEN,MARKET-DISCOVERED,10,70,6,informational,,,0,0
vakantie buitenland met kinderen,Gezin & kinderen,vakantie met kinderen buitenland,DEMANDGEN,MARKET-DISCOVERED,10,70,31,informational,,,0,0
vakantie met kinderen auto,Gezin & kinderen,auto vakantie met kinderen,DEMANDGEN,MARKET-DISCOVERED,30,50,2,informational,,,0,0
dagje weg kleine kinderen,Dagje uit,dagje weg kleine kinderen,DEMANDGEN,MARKET-DISCOVERED,10,70,15,informational,,,0,0
dagje weg moeder,Dagje uit,dagje weg moeder,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
vandaag dagje weg,Dagje uit,dagje weg vandaag,DEMANDGEN,MARKET-DISCOVERED,10,70,50,informational,,,0,0
dagje weg veilingen,Dagje uit,veilingen dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,12,informational,,,0,0
dagje weg veiling,Dagje uit,veilingen dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,13,informational,,,0,0
veilingen/dagje weg,Dagje uit,veilingen dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,70,4,informational,,,0,0
forum pretparken,Attracties,pretpark forum,DEMANDGEN,MARKET-DISCOVERED,10,70,2,navigational,,,0,0
brouwerij orval bezoeken,Streek & culinair,brouwerij orval bezoeken,CORE,MARKET-DISCOVERED,70,10,2,navigational,,,0,1
cadeaubon bierproeverij,Streek & culinair,bierproeverij cadeaubon,DEMANDGEN,MARKET-DISCOVERED,10,70,,transactional,,,0,0
bierproeverij cadeaubon,Streek & culinair,bierproeverij cadeaubon,DEMANDGEN,MARKET-DISCOVERED,10,70,,transactional,,,0,0
glamping belgië,Bijzonder overnachten,glamping belgie,CORE,MARKET-DISCOVERED,50,30,0,navigational,,,0,0
overnachting natuurhuisje,Bijzonder overnachten,overnachting natuurhuisje,DEMANDGEN,MARKET-DISCOVERED,10,70,18,transactional,,,0,0
natuurhuisje wellness,Bijzonder overnachten,natuurhuisje wellness,DEMANDGEN,MARKET-DISCOVERED,10,70,16,commercial,,,0,0
natuurhuisje ardennen belgie,Bijzonder overnachten,natuurhuisje belgie ardennen,CORE,MARKET-DISCOVERED,10,70,0,navigational,,,0,1
overnachten natuurhuisje,Bijzonder overnachten,overnachting natuurhuisje,DEMANDGEN,MARKET-DISCOVERED,10,70,18,transactional,,,0,0
camperplaatsen europa,Bijzonder overnachten,camperplaats europa,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
camperplaatsen in europa,Bijzonder overnachten,camperplaats europa,DEMANDGEN,MARKET-DISCOVERED,10,70,0,informational,,,0,0
luxemburg appartement vakantie,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,11,commercial,,,0,0
vakantie luxemburg hotel,Substituut-bestemmingen,vakantie luxemburg hotel,CORE,MARKET-DISCOVERED,10,70,0,commercial,,,0,0
vakantie appartementen luxemburg,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,10,commercial,,,0,0
luxemburg vakantie hotel,Substituut-bestemmingen,vakantie luxemburg hotel,CORE,MARKET-DISCOVERED,10,70,0,navigational,,,0,0
vakantie appartement luxemburg,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,0,commercial,,,0,0
luxemburg vakantie appartement,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,11,informational,,,0,0
vakantie luxemburg appartement,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,11,commercial,,,0,0
vakantie luxemburg all inclusive,Substituut-bestemmingen,vakantie luxemburg all inclusive,CORE,MARKET-DISCOVERED,10,70,0,commercial,,,0,0
appartement luxemburg vakantie,Substituut-bestemmingen,luxemburg vakantie appartement,CORE,MARKET-DISCOVERED,10,70,11,commercial,,,0,0
vakantie luxemburg huisje,Substituut-bestemmingen,vakantie huisje luxemburg,CORE,MARKET-DISCOVERED,10,70,10,commercial,,,0,0
all inclusive vakantie luxemburg,Substituut-bestemmingen,vakantie luxemburg all inclusive,CORE,MARKET-DISCOVERED,10,70,0,commercial,,,0,0
familie-uitstapjes belgië,Uit concurrent- & SERP-analyse,familie-uitstapjes belgië,DEMANDGEN,SERP-DISCOVERED,70,10,,,,,0,0
wandelen luxemburg-stad,Uit concurrent- & SERP-analyse,wandelen luxemburg-stad,CORE,SERP-DISCOVERED,40,40,,,,,0,0
boomhut met glijbaan overnachting,Uit concurrent- & SERP-analyse,boomhut met glijbaan overnachting,DEMANDGEN,SERP-DISCOVERED,10,70,,,,,0,0
weekendje ardennen met jacuzzi,Uit concurrent- & SERP-analyse,weekendje ardennen met jacuzzi,CORE,SERP-DISCOVERED,40,40,,,,,0,0
huisje huren belgië particulier,Uit concurrent- & SERP-analyse,huisje huren belgië particulier,DEMANDGEN,SERP-DISCOVERED,50,30,,,,,0,0
wandelroutes vielsalm,Wandelen,wandelroutes vielsalm,CORE,MARKET-DISCOVERED,40,30,0,informational,,,0,1
vielsalm wandelroutes,Wandelen,wandelroutes vielsalm,CORE,MARKET-DISCOVERED,40,30,0,informational,,,0,1
4-daagse fietsvakantie belgië,Fietsen & mountainbike,4-daagse fietsvakantie belgië,CORE,MARKET-DISCOVERED,50,20,,informational,,,0,0
4 daagse fietsvakantie belgië,Fietsen & mountainbike,4-daagse fietsvakantie belgië,CORE,MARKET-DISCOVERED,50,20,,informational,,,0,0
fietsvakantie met racefiets,Fietsen & mountainbike,fietsvakantie met racefiets,DEMANDGEN,MARKET-DISCOVERED,20,50,0,informational,,,0,0
fietsvakantie racefiets,Fietsen & mountainbike,fietsvakantie met racefiets,DEMANDGEN,MARKET-DISCOVERED,20,50,0,informational,,,0,0
racefiets fietsvakantie,Fietsen & mountainbike,fietsvakantie met racefiets,DEMANDGEN,MARKET-DISCOVERED,20,50,0,informational,,,0,0
routes fietsknooppunten,Fietsen & mountainbike,knooppuntroutes fietsen,DEMANDGEN,MARKET-DISCOVERED,40,30,64,informational,,,0,0
route fietsknooppunten,Fietsen & mountainbike,route fietsknooppunten,DEMANDGEN,MARKET-DISCOVERED,40,30,44,informational,,,0,0
gezinsvakantie goedkoop,Gezin & kinderen,gezinsvakantie goedkoop,DEMANDGEN,MARKET-DISCOVERED,30,40,11,commercial,,,0,0
goedkope gezinsvakantie,Gezin & kinderen,gezinsvakantie goedkoop,DEMANDGEN,MARKET-DISCOVERED,30,40,11,commercial,,,0,0
last minute gezinsvakantie,Gezin & kinderen,last minute gezinsvakantie,DEMANDGEN,MARKET-DISCOVERED,20,50,,commercial,,,0,0
gezinsvakantie last minute,Gezin & kinderen,last minute gezinsvakantie,DEMANDGEN,MARKET-DISCOVERED,20,50,,commercial,,,0,0
pretparken winter,Attracties,winter pretpark,DEMANDGEN,MARKET-DISCOVERED,20,50,0,informational,,,0,0
pretparken indoor,Attracties,indoor pretpark,DEMANDGEN,MARKET-DISCOVERED,20,50,21,navigational,,,0,0
pretparken belgie kaart,Attracties,pretparken belgië kaart,CORE,MARKET-DISCOVERED,30,40,15,informational,,,0,0
pretparken in belgie op kaart,Attracties,pretparken belgië kaart,CORE,MARKET-DISCOVERED,30,40,15,informational,,,0,0
trappistenbier orval,Streek & culinair,orval trappistenbier,CORE,MARKET-DISCOVERED,40,30,0,transactional,,,0,0
culinair weekend,Streek & culinair,culinair weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,0,informational,,,0,0
natuurhuisje belgië,Bijzonder overnachten,natuurhuisje belgie,CORE,MARKET-DISCOVERED,20,50,5,navigational,,,0,0
wellness spa weekend,Bijzonder overnachten,wellness spa weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,50,commercial,,,0,0
spa wellness weekend,Bijzonder overnachten,wellness spa weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,50,commercial,,,0,0
weekend spa wellness,Bijzonder overnachten,wellness spa weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,50,commercial,,,0,0
wellness weekend spa,Bijzonder overnachten,wellness spa weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,50,commercial,,,0,0
wellness weekend in spa,Bijzonder overnachten,wellness spa weekend,DEMANDGEN,MARKET-DISCOVERED,30,40,50,commercial,,,0,0
wellness weekend vriendinnen,Bijzonder overnachten,wellness weekend vriendinnen,DEMANDGEN,MARKET-DISCOVERED,30,40,,commercial,,,0,0
vriendinnen wellness weekend,Bijzonder overnachten,wellness weekend vriendinnen,DEMANDGEN,MARKET-DISCOVERED,30,40,,commercial,,,0,0
eifel ardennen,Substituut-bestemmingen,ardennen eifel,CORE,MARKET-DISCOVERED,20,50,,informational,,,0,0
eifel-ardennen,Substituut-bestemmingen,ardennen eifel,CORE,MARKET-DISCOVERED,20,50,45,informational,,,0,0
ardennen eifel,Substituut-bestemmingen,ardennen eifel,CORE,MARKET-DISCOVERED,20,50,,informational,,,0,1
pretpark belgie kaart,Attracties,pretparken belgië kaart,CORE,SEED-EXPANDED,30,40,12,informational,,,0,0
natuurpark hoge venen -- eifel foto's,Uit concurrent- & SERP-analyse,natuurpark hoge venen -- eifel foto's,CORE,SERP-DISCOVERED,30,40,,,,,0,0
boomhut ardennen 4 personen,Uit concurrent- & SERP-analyse,boomhut ardennen 4 personen,CORE,SERP-DISCOVERED,30,40,,,,,0,0
weekendje weg wellness,Weekend & korte vakantie,wellness weekendje weg,DEMANDGEN,MARKET-DISCOVERED,10,50,2,commercial,,,0,0
korte vakantie all inclusive,Weekend & korte vakantie,all inclusive korte vakantie,DEMANDGEN,MARKET-DISCOVERED,10,50,85,commercial,,,0,0
korte all inclusive vakantie,Weekend & korte vakantie,all inclusive korte vakantie,DEMANDGEN,MARKET-DISCOVERED,10,50,60,commercial,,,0,0
all inclusive korte vakantie,Weekend & korte vakantie,all inclusive korte vakantie,DEMANDGEN,MARKET-DISCOVERED,10,50,,commercial,,,0,0
bouillon wandelroutes,Wandelen,bouillon wandelroutes,CORE,MARKET-DISCOVERED,40,20,0,informational,,,0,0
wandelroutes bouillon,Wandelen,bouillon wandelroutes,CORE,MARKET-DISCOVERED,40,20,0,informational,,,0,1
wandelroutes ninglinspo,Wandelen,ninglinspo wandelroutes,CORE,MARKET-DISCOVERED,30,30,0,informational,,,0,0
mooiste wandelingen hoge venen,Wandelen,mooiste wandelingen hoge venen,CORE,MARKET-DISCOVERED,50,10,2,informational,,,0,1
wandelen met hond los,Wandelen,wandeling hond los,DEMANDGEN,MARKET-DISCOVERED,10,50,0,informational,,,0,0
ardennen fietsvakantie,Fietsen & mountainbike,fietsvakantie ardennen,CORE,MARKET-DISCOVERED,10,50,0,informational,,,0,0
fietsvakantie ardennen,Fietsen & mountainbike,fietsvakantie ardennen,CORE,MARKET-DISCOVERED,10,50,0,informational,,,1,1
fietsvakantie elektrische fiets,Fietsen & mountainbike,fietsvakantie met elektrische fiets,DEMANDGEN,MARKET-DISCOVERED,10,50,,informational,,,0,0
fietsvakantie met elektrische fiets,Fietsen & mountainbike,fietsvakantie met elektrische fiets,DEMANDGEN,MARKET-DISCOVERED,10,50,,commercial,,,0,0
dagje uit met kinderen binnen,Gezin & kinderen,dagje uit met kinderen binnen,DEMANDGEN,MARKET-DISCOVERED,10,50,,informational,,,0,0
leuke uitstapjes vriendinnen,Dagje uit,leuke uitstapjes met vriendinnen,DEMANDGEN,MARKET-DISCOVERED,40,20,0,informational,,,0,0
leuke uitstapjes met vriendinnen,Dagje uit,leuke uitstapjes met vriendinnen,DEMANDGEN,MARKET-DISCOVERED,40,20,0,informational,,,0,0
dagje weg tips,Dagje uit,tips dagje weg,DEMANDGEN,MARKET-DISCOVERED,10,50,47,informational,,,0,0
dagje weg samen,Dagje uit,dagje samen weg,DEMANDGEN,MARKET-DISCOVERED,10,50,1,informational,,,0,0
dagje weg hemelvaart,Dagje uit,dagje weg hemelvaart,DEMANDGEN,MARKET-DISCOVERED,10,50,0,informational,,,0,0
dagje weg ouderen,Dagje uit,dagje weg voor ouderen,DEMANDGEN,MARKET-DISCOVERED,10,50,2,informational,,,0,0
dagje weg valentijnsdag,Dagje uit,dagje weg valentijnsdag,DEMANDGEN,MARKET-DISCOVERED,10,50,,informational,,,0,0
de leukste uitjes,Dagje uit,leukste uitjes,DEMANDGEN,MARKET-DISCOVERED,10,50,19,informational,,,0,0
vakantie met kinderen mei,Gezin & kinderen,vakantie mei kinderen,DEMANDGEN,MARKET-DISCOVERED,10,50,10,informational,,,0,0
wat te doen met kinderen dit weekend,Dagje uit,wat te doen dit weekend met kinderen,DEMANDGEN,MARKET-DISCOVERED,40,20,,informational,,,0,0
vakantie in luxemburg met kinderen,Gezin & kinderen,luxemburg met kinderen op vakantie,CORE,MARKET-DISCOVERED,10,50,9,informational,,,0,0
mei vakantie met kinderen,Gezin & kinderen,vakantie mei kinderen,DEMANDGEN,MARKET-DISCOVERED,10,50,10,informational,,,0,0
luxemburg vakantie met kinderen,Gezin & kinderen,luxemburg met kinderen op vakantie,CORE,MARKET-DISCOVERED,10,50,,commercial,,,0,0
